CombinedId,County,CountyName,Year,KCAL,TOTCHOL,NONHDL,dBMI,WHTFLOUR,EGGS,FISH,FRUIT,GREENVEG,LEGUME,LIGHTVEG,MEAT,MILK,OTHCEREAL,RICE,SALTVEG,STCHSUGAR,STCHTUBER,ALL0-4,ALL5-14,ALL15-34,ALL0-34,ALL35-69,ALL70-79,MEDICALb,MEDICALc,NONMEDb,NONMEDc,INFECTb,INFECTc,INTESTINb,INTESTINc,PULMTBb,PULMTBc,OTHERTBb,OTHERTBc,VIRALHEPb,VIRALHEPc,SCHISTOc,ALLCAb,ALLCAc,MOUTHCAc,NASOPCAc,NPConlyc,OESOPHCAc,STOMCAc,COLRECCAc,LIVERCAb,LIVERCAc,PANCRSCAc,BLADDCAc,LARYNXCAc,LUNGCAmc,LUNGCAfc,BREASTCAc,CERVIXCAc,BRAINCAc,LYMPHOMAc,LEUKEMIAb,LEUKEMIAc,ENDOCRINb,ENDOCRINc,DIABETESc,MALNUTRIb,MALNUTRIc,BLOODb,BLOODc,MENTALb,MENTALc,NERVOUSb,NERVOUSc,MENINGITb,MENINGITc,EPILEPSYb,EPILEPSYc,ALLVASCb,ALLVASCc,RHEUMHDb,RHEUMHDc,HYPTENSc,IHDc,IHeartDisease,STROKEb,STROKEc,VASC-STRb,VASC-STRc,ALLRESPb,ALLRESPc,PNEUMONb,PNEUMONc,COPDc,DIGESTIVb,DIGESTIVc,PEPULCERc,ENTCOLc,INTESTOBc,CIRRHOSb,CIRRHOSc,TOTLIVRb,TOTLIVRc,GALLBILc,GENITURc,GENITURmc,GENITURfc,RENALc,PREGBRTHb,PREGBRTHc,ALLSKINc,MUSCSKELc,ILL-DEFb,ILL-DEFc,ACCIDENTb,ACCIDENTc,ROADACCb,ROADACCc,DROWNb,DROWNc,SUICIDEb,SUICIDEc,HOMICIDEb,HOMICIDEc,INFANT,MATERNAL,ALLCUMa,MEDICALa,NONMEDa,RESPINFa,ALLGIa,CONGENITa,NTDa,CONGENHDa,PERINATa,LOWBTHWTa,BTHTRAUMa,RDSa,NEOTETANa,MALNUTRIa,DROWNa
KCT31983,KC,Jiashan,1983,2580,155,106.2,19.9,8.2,7.9,13.9,0,25.7,12,285.5,42.2,0,0,508.1,20.1,0.4,6.5,4.07,62.87,133.97,152.61,14.39,70.12,89.63,13.81,62.98,58.38,29,344.88,0,0,3.94,128.86,0.57,3.43,0,0,155.94,18.53,4.71,0,6.79,0,66.24,101.28,75.53,2.99,105.46,0,4.87,0,0,0,9.48,6.75,7.17,4.58,2.8,5.44,1.24,9.42,8.83,0,0,0.81,1.41,0,0,0,0,0,0,0,0,8.97,1.48,1.33,6.56,9.4,23.07,23.07,0.53,102.2,8.46,45.14,12.95,306.99,11.56,18.18,257.27,3.3,56.45,15.25,0,3.7,0,0,0,0,0,0,0,0,18.39,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,17.29,0,20.33,11.29,9.04,0,0,0,0,0,4.48,0,0,0,0.06,0,0
LAT31983,LA,Zhangpu,1983,2560,143,99.2,19.9,1.2,1.3,31.5,3.4,146.4,18.4,126.5,12.1,0,0,470.9,27.9,11,227.7,12.05,141.58,170.11,309.84,17.25,82.27,257.39,16.64,52.44,61.53,143.49,414.97,0,0,12.5,293.94,5.65,12.31,0,0,0,17.66,4.17,0,17.32,0,171.91,63.88,12.02,6.52,93.23,0,1.19,0,0,0,9.61,25.55,1.52,1.18,3.38,1,3.63,13.51,6.28,0,0,1.43,2.27,0,0,0,0,0,0,0,0,8.84,2.71,2.1,17.42,33.02,19.99,19.99,1.53,198.76,7.31,71.56,48.47,264.95,47.22,25.36,213.84,29.79,171.86,80.46,0,4.95,0,0,0,0,0,0,0,0,58.3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,29.98,0,60.27,55.61,4.66,0,0,0,0,0,19.43,0,0,0,11.22,0,0
LBT31983,LB,Nanan,1983,3578,141,96.1,20.3,7.6,0.9,11,0,38.9,1.4,103.9,26.7,0,0,385.8,30.7,0.5,560.9,5.97,111.13,136.84,195.26,15.64,71.02,140.77,14.9,54.5,74.75,61.96,255.59,0,0,5.23,214.89,2.4,6.34,0,0,0.69,13.58,5.09,0,13.65,0,241.42,79.44,20.14,3.95,84.63,0,0.4,0,0,0,9.26,12.36,2.02,2.09,3.37,3.39,4.43,7.22,3.66,0,0,0.43,0.78,0,0,0,0,0,0,0,0,10.63,3.7,3.26,13.87,36.74,20.52,20.52,0.77,289.74,9.86,79.95,22.71,142.84,21.86,5.65,127.09,11.94,111.49,38.68,0,3.13,0,0,0,0,0,0,0,0,24.49,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,24.82,0,29.86,26.25,3.62,0,0,0,0,0,7.8,0,0,0,1.1,0,0
LCT31983,LC,Changle,1983,2537,143,93.8,21.2,7.2,5.7,119,2.6,46.2,1.9,136.4,33,0,0,425.2,0.9,27,112.3,4.56,74.77,138.3,165.48,14.22,54.76,119.25,13.3,46.23,92.88,38.25,171.34,0,0,5.16,135.92,2.15,1.71,0,0,2.82,12.66,6.37,0,12.86,0,118.2,312.72,22.71,4.74,103.95,0,1.49,0,0,0,12.15,16.61,3.6,2.6,2.68,4.36,0.17,15.64,9.38,0,0,1.54,2.77,0,0,0,0,0,0,0,0,9.28,1.28,3.14,11.4,25.87,4.26,4.26,0.64,76.28,8.65,51.25,17.29,135.51,14.58,16.57,109.2,11.99,101.7,31.54,0,11.48,0,0,0,0,0,0,0,0,15.71,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,12.49,0,22.78,20.71,2.06,0,0,0,0,0,5,0,0,0,0.92,0,0
LDT31983,LD,Huian,1983,1814,162,117,21.3,9.9,0.8,45.3,0,10.2,1.4,26.5,5.5,0,0,387.6,2,2.3,35.3,6.93,95.41,184.93,231.93,15.15,62.64,157.06,14.07,74.87,108.06,51.73,258.07,0,0,6.88,218.72,3.06,5.83,0,0,0,23.11,5.05,0,13.63,0,236.14,62.08,18.19,9.64,100.88,0,3.08,0,0,0,13.64,14.17,4.01,4.58,3.36,2.5,13.05,4.45,2.68,0,0,0.6,1.28,0,0,0,0,0,0,0,0,7.05,2.26,1.91,17.94,39.18,21.65,21.65,0.41,126.31,6.65,99.65,21.26,171.58,20.22,8.83,144.19,16.52,134.17,55.36,0,4.3,0,0,0,0,0,0,0,0,35.81,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,20.4,0,34.65,31.23,3.43,0,0,0,0,0,5.5,0,0,0,0.83,0,0
MBT31983,MB,Lean,1983,2894,117,63.9,19.9,3.5,0.5,1,0,38.2,14.1,426.9,16.2,0,0,568.2,26.6,0.3,173.5,18.66,149.45,164.46,403.22,13.74,93.39,328.9,12.44,74.31,129.44,167.89,284.71,0,0,9.53,217.33,4.08,2.48,0,0,1.4,14.44,1.6,0,9.27,0,7.83,38.25,13.94,1.26,37.2,0,0,0,0,0,13.28,46.45,2.23,2.48,6.71,3.31,13.95,2.78,0,0,0,3.3,2.72,0,0,0,0,0,0,0,0,12.01,2.21,3.18,38.76,25.97,20.35,20.35,1.47,127.04,10.54,94.05,71.2,328.61,64.72,22.52,290.43,39.3,166.8,29.46,0,9.21,0,0,0,0,0,0,0,0,44.22,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,83.89,0,93.29,82.69,10.6,0,0,0,0,0,24.21,0,0,0,12.38,0,0
MCT31983,MC,Nancheng,1983,2853,121,72.3,19.9,16.9,1.6,10.8,216.2,16.5,7.5,243.4,26.3,0.1,1.1,628,89.2,0,97.7,13.84,187.31,137.2,329.55,16.25,75.8,256.81,15.25,72.74,99.55,135.41,285.77,0,0,11.97,228.06,6.5,8.57,0,0,0,12.43,3.09,0,6.5,0,24.82,105.01,23.62,3.07,96.37,0,0.63,0,0,0,7.82,35.13,1.53,4.26,3.11,2.81,10.14,2.39,1.31,0,0,2.98,5.9,0,0,0,0,0,0,0,0,12.92,2.1,6.44,22.07,29.24,6.79,6.79,1.01,124.18,11.9,86.03,57.63,411.44,53.16,9.35,373.6,30.63,211.69,35.92,0,1.07,0,0,0,0,0,0,0,0,29.04,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,44.66,0,69.17,59.13,10.04,0,0,0,0,0,11.65,0,0,0,3.94,0,0
MDT31983,MD,Xiajiang,1983,3015,134,92,20.5,12.4,3,37.3,9.5,44.7,7.9,225.7,35.1,0,0,542.8,7.4,0.6,322,20.67,162.49,169.66,438.7,14.43,83.51,341.7,12.84,97.01,159.19,163.28,268.96,0,0,8.25,191.74,3.75,2.17,0,0,0.88,11.07,1.65,0,10.27,0,5.53,52.22,8.26,0.97,34.13,0,0,0,0,0,19.9,48.7,0.88,3.71,0.88,1.86,14.79,7.18,5.91,0,0,0.34,3.33,0,0,0,0,0,0,0,0,9.52,2.21,2.8,0.95,32.3,27.3,27.3,0,143.92,9.52,76.64,81.4,328.3,75.89,25.57,269.19,30.28,211.28,30.7,0,5.85,0,0,0,0,0,0,0,0,28.92,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,77.72,0,103.37,85.56,17.81,0,0,0,0,0,32.7,0,0,0,7.49,0,0
NAT31983,NA,Linwu,1983,2427,114,83.1,19.8,6.2,0.3,14.1,0,118.4,13.8,318.8,6.1,0,0,500,22.9,0,200.2,21.02,300.71,212.66,507.65,14.56,69.72,422.1,13.41,85.55,114.13,184.84,321.3,0,0,15.18,251.66,11.61,4.95,0,0,0,15.19,1.84,0,20.32,0,5.47,58.38,5.07,3.14,43.56,0,2.93,0,0,0,10.22,17.4,5.48,3.6,2.96,2.38,14.17,5.71,3.32,0,0,1.27,2,0,0,0,0,0,0,0,0,20.45,1.84,10.29,24.98,18.51,8.93,8.93,1.85,123.28,18.6,60.09,67.72,413.67,63.76,18.01,366.4,58.13,162.28,63.33,0,18.52,0,0,0,0,0,0,0,0,35.77,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,56.24,0,105.08,94.59,10.48,0,0,0,0,0,36.61,0,0,0,7,0,0
NBT31983,NB,Mayang,1983,3028,112,69,20.2,5.8,2.8,2.6,2.5,114.7,3.4,250.2,38.9,0,0,652.7,20.6,0,102.2,25.28,245.57,220.09,557.06,14.02,69.94,478.02,13.17,79.04,85.67,270.48,416.3,0,0,26,286.38,6.71,11.93,0,0,0.3,9.53,1.3,0,20.39,0,3.6,33.89,4.98,1.88,26.23,0,2.88,0,0,0,9.93,26.72,0.38,2.1,1.98,0.38,14.3,6.8,2.27,0,0,1.49,1.11,0,0,0,0,0,0,0,0,16.28,1.76,6.32,35.89,22.83,4.91,4.91,1.69,105.19,14.59,70.4,84.31,335.21,80.15,34.84,251.79,47.13,211.5,114.35,0,7.93,0,0,0,0,0,0,0,0,11.59,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,63.71,0,126.4,116.61,9.79,0,0,0,0,0,39.66,0,0,0,14.58,0,0
NCT31983,NC,Qiyang,1983,2676,107,72.9,20.2,1.3,2.1,12.7,3.5,123.2,21,113.5,26.8,0,0.2,584.4,18.4,1.8,147.4,21.89,217.6,238.05,510.82,14.82,71.13,409.79,13.72,101.04,109.53,219.72,279.78,0,0,19.54,177.1,5.65,11.46,0,0,0.55,10.1,1.9,0,14.68,0,10.56,56.3,11.78,1.31,32.47,0,1.27,0,0,0,11.66,45.8,3.69,4.97,3.19,2.41,7.44,9.87,4.26,0,0,2.23,4.06,0,0,0,0,0,0,0,0,12.55,2.37,5.89,29.02,32.23,4.87,4.87,1.12,158.58,11.43,77.73,62.75,410.79,49,15.28,370.45,57.76,187.56,75.68,0,7.97,0,0,0,0,0,0,0,0,18.88,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,59.89,0,109.42,96.39,13.03,0,0,0,0,0,38.29,0,0,0,19.19,0,0
NDT31983,ND,Yuanjiang,1983,2403,136,89.1,20.6,3.5,5.6,17.2,0,100.4,1.4,144.7,64.4,0,0,462.1,1.5,1.2,78.3,28.91,295.25,355.94,700.65,20.98,119.73,474.68,19.55,225.97,142.44,261.02,528.65,0,0,19.35,318.34,6.36,13.71,0,0,76.74,18.93,3.18,0,15.64,0,21.36,39.53,30.95,3.42,57.51,0,3.53,0,0,0,22.2,119.09,6.06,9.45,4.29,4.5,6.94,6,4.03,0,0,5.52,7.81,0,0,0,0,0,0,0,0,16.13,4.37,3.73,69.8,81.45,26.6,26.6,2.62,237.82,13.51,199.18,91.28,389.6,83.69,36.2,315.16,44.57,171.69,69.34,0,19.98,0,0,0,0,0,0,0,0,39.01,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,44.17,0,144.52,108.76,35.76,0,0,0,0,0,38.02,0,0,0,14.49,0,0
OAT31983,OA,Zaoyang,1983,3492,138,98,20.1,174.2,5.2,8.9,31.2,76.8,14.1,386.4,10.4,0,64.9,456.6,15.1,2.6,367.5,13.73,116.05,149.43,314.76,12.41,67.38,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,7.24,1.93,0,3.83,0,69.67,51.89,8.44,0.79,19.01,0,0,0,0,0,7.67,26.54,0,0,2.85,3.07,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,33.72,0,68.67,0,0,0,0,0,0,0,0,0,0,0,0,0,0
OBT31983,OB,Echeng,1983,2818,131,84.4,20.7,33.6,4,38.5,0.6,185.2,30.3,191.7,30.4,0,0,553.9,33.4,2.4,84.7,9.36,133.19,158.32,262.17,15.22,73.63,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,12.11,3.38,0,4.61,0,106.02,105.53,17.55,1.51,45.27,0,0,0,0,0,14.3,33.54,0,0,3.6,3.42,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,28.59,0,46.78,0,0,0,0,0,0,0,0,0,0,0,0,0,0
PAT31983,PA,Cangwu,1983,2340,127,83.9,19.3,6.8,0,11.2,13.6,115.2,9,120.6,32,0,0,494.8,41.2,0.5,77.3,10.3,144.96,157.82,278.83,11.63,89.06,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,10.53,1.27,0,32.99,0,16.52,14.47,4.38,2.79,24.7,0,0,0,0,0,5.07,23.12,0,0,1.09,0.59,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,51.53,0,0,0,0,0,0,0,0,0,0,0,0,0,0
PCT31983,PC,Chongzuo,1983,2095,127,84.5,19.1,11.4,0.5,6.7,56.9,143.6,57.1,10.7,75.1,0,45,280.1,10.3,2.1,0,9.17,130.88,193.36,278.89,10.95,69.34,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,31.26,1.35,0,13.71,0,5.08,17.24,4.83,25.63,86.14,0,0,0,0,0,1.66,4.93,0,0,0.41,1.09,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,45.85,0,0,0,0,0,0,0,0,0,0,0,0,0,0
PDT31983,PD,Fusui,1983,2098,128,86.7,19.7,4.2,0.5,15.7,9.6,51.4,16.3,100.3,17,0,29.3,426.4,0.2,0.2,15.3,6.41,93.27,169.73,215.17,9.09,58.48,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,42.02,2.17,0,18.89,0,4.46,26.05,4.57,37.33,138.74,0,0,0,0,0,3.42,7.43,0,0,0.14,1.2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,32.04,0,0,0,0,0,0,0,0,0,0,0,0,0,0
PET31983,PE,Rongxian,1983,2105,136,87.8,18.6,7.5,1.6,1.4,4.3,219.7,13.7,131.4,37.7,0,0,452.8,10,0.2,66,8.87,129.99,139.82,243.74,10.09,48.02,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,6.33,0.87,0,8.88,0,18.07,11.95,4.46,2.81,27.63,0,0,0,0,0,7.28,7.14,0,0,0.78,0.27,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,44.34,0,0,0,0,0,0,0,0,0,0,0,0,0,0
QAT31983,QA,Qingzhen,1983,2393,102,58.6,20.3,10,0,0,0,114.4,23.9,259,6.5,0,39.3,520.2,2.9,0.2,3.5,26.03,267.27,218.88,573.29,12.33,63.43,500.32,11.13,72.96,119.97,293.77,174.38,0,0,16.51,87.08,1.82,4.05,0,0,0,10.9,1.09,0,10.37,0,5.9,35.14,10.82,1.21,13.73,0,0.85,0,0,0,5.06,12.05,6.99,0.77,1.09,1.06,5.37,0.69,0,0,0,4.23,5.13,0,0,0,0,0,0,0,0,16.03,1.86,10.48,102.56,19.9,4.68,4.68,0.99,56.01,15.04,129.99,117.02,382.34,107.97,42.16,307.82,80.42,154.29,28.98,0,33.75,0,0,0,0,0,0,0,0,50.5,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,50.18,0,130.15,124.56,5.58,0,0,0,0,0,35.84,0,0,0,27.82,0,0
QBT31983,QB,Yinjiang,1983,2543,120,81.2,20.4,22.4,4.2,0,0,56.3,3.3,164.1,10.5,0,1.1,407.6,47.8,0,556.9,38.77,346.51,290.13,818.75,14.13,49.67,757.93,13.27,60.81,85.39,451.96,387.75,0,0,36.42,254.4,7.23,9.41,0,0,0,6.63,1.01,0,7.43,0,8.73,29.35,6.45,1.2,12.5,0,0,0,0,0,4.01,38.25,0.69,1.55,1.24,0.69,2.66,3.35,2.23,0,0,3.48,4.19,0,0,0,0,0,0,0,0,14.21,1,9.63,33.31,16.32,9.18,9.18,0.68,40.23,13.53,60.16,189.5,506.5,171.41,52.2,426.81,109.7,120.82,37.07,0,23.3,0,0,0,0,0,0,0,0,28.55,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,76.93,0,193.89,186.03,7.86,0,0,0,0,0,35.09,0,0,0,16.78,0,0
QCT31983,QC,Huishui,1983,2619,120,73.5,20.9,15.1,2.5,1.7,0.6,45.2,16.5,188.1,44.6,0,0,479.9,21.6,0,180.4,32.87,405.14,180.49,688.37,9.57,40.38,641.48,9.02,46.89,55.26,416.19,226.46,0,0,14.95,85.03,4.5,4.78,0,0,0,3.78,0.36,0,2.92,0,1.43,4.5,3.06,0.77,4.95,0,1.63,0,0,0,10.19,5.06,0.48,2.51,0.91,0.29,15.2,2.8,0.58,0,0,4.67,6.49,0,0,0,0,0,0,0,0,12.93,1.15,9.83,49.66,18.6,2.96,2.96,0.24,40.01,12.68,75.17,193.37,311.06,187.99,79.26,204.14,103.53,135,21.3,0,24.9,0,0,0,0,0,0,0,0,45.38,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,28.08,0,164.32,159.61,4.71,0,0,0,0,0,17.26,0,0,0,10.97,0,0
SAT31983,SA,Wenjiang,1983,3041,117,71.9,20.5,18.6,5.9,0,0.8,79.6,35.3,316,62.4,0,0,579.8,37.3,4.4,117.3,21.86,125.72,175.32,448.4,12.13,54.78,310.5,11.48,137.91,65.33,181.5,182.03,0,0,14.03,92.7,1.96,9.93,0,0,0,6.23,1.56,0,11.5,0,16.43,47.39,9.64,0.79,28.03,0,0,0,0,0,9.78,11.58,1.37,2.27,3.08,3.04,14.27,4.08,4.08,0,0,0.61,0.51,0,0,0,0,0,0,0,0,10.72,1.54,5.5,31.54,6.88,0.98,0.98,0.34,113.33,10.38,40.91,72.08,516.47,61.19,11.99,488.38,35.72,113.69,35.97,0,5.99,0,0,0,0,0,0,0,0,5.93,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,83.93,0,109.31,73.31,36,0,0,0,0,0,21.07,0,0,0,9.53,0,0
SBT31983,SB,Cangxi,1983,3105,94,60.9,21,72.8,0,2.1,0.8,14,0.3,84.4,3.7,0,96.8,294.1,313.8,0.4,905.2,20.07,202.92,187.03,451.58,17.77,74.87,353.44,16.8,98.14,96.12,228.39,160.35,0,0,16.19,83.63,3.26,7.98,0,0,0,8.21,5.71,0,7.87,0,275.75,127.2,17.14,1.67,31.6,0,4.04,0,0,0,7,113.12,3.38,7.49,2.04,1.42,3.14,5.42,2.23,0,0,3.6,3.56,0,0,0,0,0,0,0,0,24.28,2.05,12.35,20.21,18.78,6.94,6.94,2.09,132.65,22.18,72,83.03,519.5,80.84,34.7,467.57,27.74,162.97,73.55,0,18.32,0,0,0,0,0,0,0,0,35.83,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,70.58,0,100.36,83.97,16.39,0,0,0,0,0,34.12,0,0,0,25.49,0,0
SCT31983,SC,Quxian,1983,2693,103,66.8,20.4,138,0,0,0,83.8,6.2,179.6,18.5,0,23.5,299.3,42.2,1.7,597.4,22.01,190.88,247.96,510.66,20.17,81.4,394.78,19.3,115.88,86.66,255.12,273.74,0,0,34.19,151.46,7.52,16.69,0,0,0,7.21,3.35,0,5.61,0,142.91,80.47,18.21,0.81,32.84,0,3.27,0,0,0,8.77,18.52,4.31,3.33,2.35,1.25,4.68,5.68,2.92,0,0,3.66,2.75,0,0,0,0,0,0,0,0,16.93,2.68,11.91,27.84,23.49,15.89,15.89,0.07,191.09,16.86,76.05,84.81,792.82,76.73,43.32,722.44,39.08,200.46,111.46,0,26.51,0,0,0,0,0,0,0,0,50.19,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,94.97,0,110.06,87.56,22.49,0,0,0,0,0,29.61,0,0,0,18.98,0,0
TAT31983,TA,Shanyang,1983,2833,151,103.7,21.5,219.6,0,0,5.5,36.3,9.7,395.7,6.9,0,246.2,92.5,0.8,0,491.9,32.28,237.72,298.51,699.63,17.18,74.84,593.05,15.74,106.59,144.32,356.82,255.83,0,0,21.89,91.02,7.97,18.36,0,0,0,9.73,3.85,0,6.88,0,136.56,95.09,28.79,0.45,27.18,0,1.7,0,0,0,10.37,88.68,5.68,1.8,1.43,1.52,11.08,5.68,2.78,0,0,3,2.72,0,0,0,0,0,0,0,0,16.18,2.02,7.84,28.28,40.8,19.52,19.52,2.58,105.41,13.6,96.58,143.56,516.97,133.95,94.67,382.1,84.39,196.94,74.28,0,36.02,0,0,0,0,0,0,0,0,45.6,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,98.31,0,161.4,148,13.39,0,0,0,0,0,50.29,0,0,0,33.68,0,0
TCT31983,TC,Jiaxian,1983,2202,109,60.5,21.1,104.8,0.6,0,252.5,164.1,58.1,180.7,12.5,0.1,243.6,1.4,2.6,1.1,355.6,20.62,138.56,205.56,451.64,18.52,107.92,390.47,17.41,61.17,111.28,226.54,266.99,0,0,17,74.67,4.91,20.76,0,0,0,7.76,3.6,0,0.66,0,80.56,162.81,12.8,0.28,24.31,0,7.97,0,0,0,5.24,56.39,0.59,5.43,0.45,0,6.43,5.71,3.74,0,0,2.55,3.32,0,0,0,0,0,0,0,0,18.84,2.07,12.22,62.86,34.52,17.37,17.37,0.93,87.02,17.91,120.05,104.62,522.13,95.7,67.73,407.31,25.64,295.88,122.67,0,50.44,0,0,0,0,0,0,0,0,56.17,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,90.16,0,103.11,96.69,6.42,0,0,0,0,0,35.97,0,0,0,18.53,0,0
TDT31983,TD,Longxian,1983,2707,132,88.3,21.3,628.6,0,0,5.4,32.4,2.4,186.1,6.1,0,75.1,0,0,0,32.7,15.71,91,134.65,327.3,14.67,44.95,301.81,13.97,25.48,69.5,206.16,165.87,0,0,13.93,77.93,0.36,12.58,0,0,0,6.74,2.21,0,2.79,0,64.38,41.56,5.38,0.41,40.09,0,0,0,0,0,6.42,56.61,2.14,0,1.46,2.91,3.85,14.96,6.42,0,0,2.38,22.26,0,0,0,0,0,0,0,0,24.56,5.17,10.03,37.89,89.89,78.34,78.34,1.68,298.59,22.89,218.56,108.58,189.53,108.58,21.2,154.8,27.25,158.74,39.92,0,15.39,0,0,0,0,0,0,0,0,37.43,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,12.76,0,78.53,76.49,2.03,0,0,0,0,0,5.79,0,0,0,3.53,0,0
UAT31983,UA,Sihui,1983,2864,125,81.9,19.9,8.4,5.3,70.6,4.6,310,7.7,82.4,44.9,0,0,574.7,9.5,6.8,105.3,0,0,0,154.36,8.48,49.97,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,7.07,1.63,0,53.16,0,13.24,20.53,8.88,0.96,26.45,0,0,0,0,0,4.9,11.45,0,0,2.47,1.7,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3.03,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
UBT31983,UB,Panyu,1983,2635,123,77.2,19.4,0,7,69.7,1.2,93.1,3.9,284.8,36.9,0.1,0,528.7,24.1,12.3,21.2,0,0,0,157.31,9.35,62.21,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,7.74,1.86,0,40.88,0,5.24,26.23,8.13,0.76,38.13,0,0,0,0,0,16.96,28.13,0,0,3.13,3.08,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3.11,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
UCT31983,UC,Zhongshan,1983,2611,135,92.7,19.7,14.7,7.6,103,45.5,49.3,3.1,98.7,37.5,0,0.2,480.9,49,10.8,132.6,0,0,0,166.62,9.4,52.33,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,8.38,1.69,0,34.5,0,6.18,19.59,12.41,0.55,44.23,0,0,0,0,0,17.48,20.33,0,0,2.89,4.58,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3.44,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
UDT31983,UD,Wuchuan,1983,1816,129,83.7,18.8,0,1.9,27.4,1.3,27.9,8.2,87.7,29.2,0,0,418.9,19.9,0,0,0,0,0,128.98,6.26,30.76,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,5.03,0.93,0,14.45,0,8.52,9.96,4.25,1.23,32.63,0,0,0,0,0,3.65,9.99,0,0,2.24,0.83,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2.42,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
