CombinedId,County,CountyName,Year,KCAL,TOTCHOL,NONHDL,dBMI,WHTFLOUR,EGGS,FISH,FRUIT,GREENVEG,LEGUME,LIGHTVEG,MEAT,MILK,OTHCEREAL,RICE,SALTVEG,STCHSUGAR,STCHTUBER,ALL0-4,ALL5-14,ALL15-34,ALL0-34,ALL35-69,ALL70-79,MEDICALb,MEDICALc,NONMEDb,NONMEDc,INFECTb,INFECTc,INTESTINb,INTESTINc,PULMTBb,PULMTBc,OTHERTBb,OTHERTBc,VIRALHEPb,VIRALHEPc,SCHISTOc,ALLCAb,ALLCAc,MOUTHCAc,NASOPCAc,NPConlyc,OESOPHCAc,STOMCAc,COLRECCAc,LIVERCAb,LIVERCAc,PANCRSCAc,BLADDCAc,LARYNXCAc,LUNGCAmc,LUNGCAfc,BREASTCAc,CERVIXCAc,BRAINCAc,LYMPHOMAc,LEUKEMIAb,LEUKEMIAc,ENDOCRINb,ENDOCRINc,DIABETESc,MALNUTRIb,MALNUTRIc,BLOODb,BLOODc,MENTALb,MENTALc,NERVOUSb,NERVOUSc,MENINGITb,MENINGITc,EPILEPSYb,EPILEPSYc,ALLVASCb,ALLVASCc,RHEUMHDb,RHEUMHDc,HYPTENSc,IHDc,IHeartDisease,STROKEb,STROKEc,VASC-STRb,VASC-STRc,ALLRESPb,ALLRESPc,PNEUMONb,PNEUMONc,COPDc,DIGESTIVb,DIGESTIVc,PEPULCERc,ENTCOLc,INTESTOBc,CIRRHOSb,CIRRHOSc,TOTLIVRb,TOTLIVRc,GALLBILc,GENITURc,GENITURmc,GENITURfc,RENALc,PREGBRTHb,PREGBRTHc,ALLSKINc,MUSCSKELc,ILL-DEFb,ILL-DEFc,ACCIDENTb,ACCIDENTc,ROADACCb,ROADACCc,DROWNb,DROWNc,SUICIDEb,SUICIDEc,HOMICIDEb,HOMICIDEc,INFANT,MATERNAL,ALLCUMa,MEDICALa,NONMEDa,RESPINFa,ALLGIa,CONGENITa,NTDa,CONGENHDa,PERINATa,LOWBTHWTa,BTHTRAUMa,RDSa,NEOTETANa,MALNUTRIa,DROWNa
UET31983,UE,Shunde,1983,2138,139,91.7,20.6,5,0.9,90.8,22.6,2.1,1.6,256,56.1,0,0,398.8,5.2,1.2,9.9,0,0,0,160.84,10.75,58.78,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,9.12,2.37,0,34.29,0,15.9,22.14,10.86,0.76,89.17,0,0,0,0,0,14.88,24.66,0,0,3.54,3.19,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3.39,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
UFT31983,UF,Wuhua,1983,2108,124,79.4,19.1,1.3,0.3,6.3,7.6,32.3,10.1,616.7,14.4,0,0,410.6,18.4,0,0.4,0,0,0,173.61,7.88,39.34,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,5.68,1.27,0,5.61,0,55.72,10.43,5.5,1.83,27.74,0,0,0,0,0,3.78,15.87,0,0,1.4,2.74,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3.75,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
VAT31983,VA,Tianzhu,1983,2144,111,67.3,22,381.2,3.2,0,15.1,56.2,12.2,111.7,15.7,0,123.9,5.2,0,0.9,71.4,0,0,0,309.55,13.63,88.64,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3.02,3.8,0,0,0,51.52,250.15,7.53,0,25.66,0,0,0,0,0,0,42.17,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,6.82,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
VBT31983,VB,Dunhuang,1983,2490,119,81.9,22.1,555.9,1.9,0,344,61.3,4.8,399.9,40.9,0.9,29,6.5,0,0,0,0,0,0,129.46,12.61,76.96,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3.81,2.98,0,0,0,48.03,162.59,9.91,0,16.74,0,0,0,0,0,11.56,54.67,0,0,1.04,0.74,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2.46,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
VCT31983,VC,Wudu,1983,2470,123,76.7,19.9,242.5,0,0,0,33.8,10.3,164.8,14.1,0,195.6,100.9,11.1,0,476.8,0,0,0,492.25,13.56,57.58,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3.45,2.25,0,0.64,0,31.27,98.79,4.24,0,17.74,0,0,0,0,0,19.81,76.63,0,0,0,0.45,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,10.04,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
YAT31983,YA,Xianghuangqi,1983,2217,129,88.7,21.9,344.1,14.8,0,28.1,1.1,0,14.8,42.3,147,33.8,66.2,7.9,5.5,2.1,14.38,96.95,143.26,314.93,17.58,73.47,279.05,16.73,35.89,84.26,157.65,158.86,0,0,9.87,53.19,8.36,21.66,0,0,0,8.48,3.75,0,3.4,0,97.66,110.65,15.41,0.68,45.55,0,3.05,0,0,0,8.03,75.57,3.38,2.79,2.73,3.15,3.58,2.5,1.3,0,0,0.74,1.92,0,0,0,0,0,0,0,0,13.52,3.51,4.55,45.47,47.55,32.2,32.2,2.14,211.24,11.38,139.43,84.08,625.2,79.14,34.01,572.66,16.57,107.78,30.68,0,23.82,0,0,0,0,0,0,0,0,27.75,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,51.73,0,71.88,68.88,3,0,0,0,0,0,21.82,0,0,0,6.08,0,0
AAT31989,AA,Shanghai,1989,2658,159,97,21.7,21.7,18,63.6,4.5,128.7,32.9,199.9,74.8,0.6,0.8,492.4,7.3,8.5,18.4,3.61,71.64,74.88,114.86,11.29,77.29,67.98,10.45,46.88,84.64,10.96,52.61,0,1.22,0.14,12.42,0,0.42,0.87,4,27.2,10.12,4.44,0.72,7.22,7.22,46.49,114.56,26.1,1.78,77.83,13.88,0.64,3.25,0,0,10.13,5.91,5.59,6.79,4.75,9.67,0.15,5.78,5.78,0,0,1.16,3.63,1.02,11.48,2.58,7.74,1.02,1.04,0.97,2.94,2.65,2.06,0,14.5,3.89,26.82,26.82,0.2,157.9,2.45,47.58,5.17,236.15,3.67,4.05,228.61,3.13,50.91,3.72,1.07,0.36,2.52,35.36,4.3,113.19,10.97,18.8,0,0,18.44,0,0,4.1,1.85,0.57,1.48,36.44,63.78,8.58,35.29,18.14,9.2,7.96,19.91,1.6,0.95,8.22,0,18.06,12.96,5.1,1.16,0.24,3.26,0.39,1.24,6.99,2.25,2.02,0.54,0,0,3.09
ABT31989,AB,Qingpu,1989,2711,147,93,22.1,8.9,11.3,83.2,0.3,253.5,41.8,35.7,49,0,0,557.6,33.5,6.6,9.4,3.64,38.16,86.12,112.02,11.82,74.88,73.72,11.04,38.32,77.64,15.2,137,1.16,1.25,0.67,25.53,0,0.66,2.6,24.9,77.42,14.63,4.5,0,4.02,3.73,43.3,112.05,42.21,2.08,102.31,11.78,3.37,1.41,0,0,6.37,9.99,7.58,4.68,4.15,8.69,0.53,8.28,8.28,0,0,1.4,0.71,2.11,5.52,1.9,3.38,0,0.3,1.37,2.67,2.85,2.07,0.99,14.31,6.93,21.12,21.12,0.69,164.02,2.15,42.86,6.03,247.46,4.29,3.51,243.96,1.1,26.21,10.01,1.14,2.1,2.85,27.11,4.93,129.42,6.77,15.41,0,0,15.41,0,0,0.81,1.34,0.41,3.87,27.68,45.34,9.21,16.43,12.43,9.34,10.29,30.79,0.34,1.51,11.61,0,18.17,14.53,3.65,1.29,0.09,3.5,0.6,1.97,7.96,3.81,0.51,1.03,0,0,2.88
ACT31989,AC,Songjiang,1989,2590,149,93.9,21.1,2,7.8,83,0,147.1,48.7,170,51.5,0,0.7,532.7,17.6,6.6,37.5,3.63,48.76,69.8,105.59,10.55,81.2,70.44,9.98,35.16,57.57,12.63,49.67,0.37,0.6,0,16.92,0,0.82,0.74,6.63,13.5,9.91,3.92,0.73,8.29,7.9,47.71,92.98,20.7,1.32,73.52,11,5.71,0,0,0,11.97,9.44,11.36,5.18,3.56,11.15,0.58,6.19,6.19,0,0,0.41,0.39,3,8.35,3.21,6.84,0.81,0.46,1.87,4.99,2.09,1.79,0.58,11.45,5.45,31.65,31.65,0.38,128.56,1.72,50.67,6.21,278.68,4.87,6.36,270.48,3.41,51.38,4.23,1.92,1.94,1.71,26.84,3.03,100.35,19.55,20.56,0,0,20.56,0,0,2.46,2.27,1.23,4.82,27.19,42.35,4.43,13.24,13.56,5.98,7.16,15.22,0.2,0,12.44,0,18.13,14.74,3.39,1.33,0.58,3.79,0.95,1.08,7.58,2.8,1.71,0.86,0,0,2.06
BAT31989,BA,Cixian,1989,2293,149,101.7,21.5,451.9,0,0,0,120.6,7.4,297.4,4.8,0,145,19.4,1.9,1.2,73.6,3.51,72.39,158.5,161.41,16.19,80.86,105.29,15.56,56.13,64.14,42.77,82.64,2.33,8.24,8.67,39.24,1.03,2.58,0,4.34,0,12.34,6.72,2.71,1.06,1.06,363.43,110.26,2.45,1.47,61.92,0.45,1.29,0,0,0,7.7,46.96,0,2.54,3.75,3.67,0.93,10.29,9.7,0,0,1.54,6.36,2.13,13,2.99,3.25,2.31,0,1.39,1.89,7.28,4.82,1.19,8.56,89.65,56.46,56.46,1.43,297.25,5.86,184.47,20.67,233.77,17.98,24.16,208.06,5.68,58.56,19.48,1.12,4.79,2.85,34.54,4.31,96.46,0,6.58,0,0,4.78,0,0,0,0.53,2.27,6.52,45.92,45.48,7.39,8.48,7.67,2.22,9.35,18.05,0.86,0.6,10.74,0,17.55,15.15,2.42,5.25,0.75,1.52,0,1.22,5.03,0.52,2.13,0,0,0,0.52
BBT31989,BB,Jingxing,1989,2031,142,96.1,22.4,377.2,2.8,0,0,8.4,1.1,425.4,2.5,0,147.2,3.7,0.2,0.3,29.9,0,0,124.22,0,13.59,84.08,0,12.69,0,89.74,0,37.11,0,3.25,0,24.71,0,2.42,0,0,0,0,5.17,2.46,0.7,0.3,168.37,129.27,10.87,0,60.09,3.9,2.44,3.58,0,0,11.38,61.89,7.97,3.64,0,5.98,0,20.41,16.44,0,0.65,0,4.48,0,5.79,0,5.58,0,0,0,3.71,0,4.63,0,20.21,15.02,97.4,97.4,0,323.79,0,138.94,0,146.56,0,4.88,138.69,0,41.67,10.22,0.46,1.94,0,27.21,0,87.3,0,15.22,0,0,12.7,0,0,0.59,5.48,0,7.74,0,73.24,0,19.25,0,2.14,0,15.21,0,0.3,8.79,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
BCT31989,BC,Huanghua,1989,2527,158,111.1,21.9,562.8,15.3,7.8,0,13,2.4,143.2,26.4,0,60.1,8,3.5,0,63.5,3.69,69.24,126.9,144.92,9.58,55.65,86.06,8.82,58.85,76.26,28.53,53,1.82,6.12,2.39,31.43,1.53,4.58,0.31,1.29,0,13.1,3,0.45,3.9,3.9,34.62,43.41,11.52,1.77,72.35,8.51,2.16,0,0,0,9.37,12.43,8.64,3.51,5.83,5.77,0.9,6.81,6.81,0.14,0,2.29,1.13,1.35,6.36,2.09,1.24,1.69,0,1.1,0.92,4.58,3.11,1.7,22.26,12.49,87.64,87.64,1.88,186.15,2.71,124.48,18.38,147.98,16.87,5.53,141.4,5.68,41.43,4.54,0,2.3,1.78,34.98,3.54,107.33,0.33,10.81,0,0,10.81,0,0,0,1.41,0.74,4.58,49.23,56.13,17.59,23.17,9.1,4.68,8.79,16.54,0.41,0.35,8.29,0,18.41,16.45,1.96,5.43,1.63,3.46,0.29,2.22,3.86,0.79,0.84,1.24,0,0.05,0.49
CBT31989,CB,Huguan,1989,2675,143,105.3,21.7,188.9,0,0,0,0,0,407.2,0,0,492.3,0,0,0,0,3.75,76.5,185.93,181.66,15.32,76.28,116.23,14.5,65.44,82.13,59.94,68.77,13.07,4.9,6.82,40.38,1.45,11.92,0,1.21,0,12.32,6.5,3.94,1.76,1.76,193.75,287.23,17.69,2.4,52.98,2.15,1.32,6.38,0,0,10.61,39.81,2.96,2.69,4.54,3.07,1,11.28,10.26,0.23,0.59,0.25,0,2.26,9.86,7.37,5.89,3.98,3.49,3.08,2.4,7.69,3.83,3.52,36.28,18.21,55.8,55.8,1.35,264.4,6.33,118.79,28.28,197.18,27.73,9.28,185.55,6.26,101.18,25.92,2.7,15.88,3.19,51.97,5.59,104.94,1.85,22.91,0,0,17.3,0,0,0.73,3.79,0.8,1.98,56.47,66.47,10.13,9.67,10.04,5.46,8.29,15.66,0.68,0,9.21,0,18.75,17.23,1.51,9,2.04,1.1,0,1.02,3.32,0,0.25,0.09,0,0.09,0.59
CCT31989,CC,Jiangxian,1989,2118,149,105,22.2,529.6,7.8,0,22.8,63.3,30.4,126.4,5.2,0.3,45,0,17.4,2.9,141.3,2.03,43.59,153.74,129.19,14.55,102.83,80.42,13.85,48.77,70.74,27.1,55.5,0.71,3.27,6.24,30.09,1.27,6.54,0,0.42,0,12.33,4.08,1.5,0.76,0.76,97.08,140.78,8.04,0.52,51.36,0.48,4.05,6.67,0,0,12.31,57.59,2.9,2.16,4.88,4.92,1.66,6.96,6.96,0,0,0.26,3.21,2.95,7.86,3.23,6.37,1.34,1.24,1.6,3.81,8.44,5.21,3.15,19.61,9.54,111.89,111.89,0.52,367.39,7.92,153.93,16.61,289.96,14.84,10.74,276.4,6.2,76.77,20.8,5.04,5.04,3.66,39.04,4.17,90.39,1.39,14.54,0,0,10.12,0,0,0.94,2.71,0.42,0,34.41,52.23,8.04,10.89,5.75,3.11,10.57,17.98,3.79,0.52,5.38,0,10.11,8.95,1.17,4.35,0.39,2.17,0.23,1.48,0.86,0.15,0.07,0.16,0,0,0.15
CDT31989,CD,Jiexiu,1989,2372,138,98.1,22.1,445.1,0.4,0,0,245.1,13,37.8,7,2.5,65.3,5.2,20.3,1.1,263.7,2.34,46.33,107.63,108.22,10.84,70.94,65.5,10.12,42.71,71.22,14.47,48.88,1.77,2.64,1.79,18.82,1.03,4.25,0,4.15,0,9.51,2.64,0,2.5,1.72,53.91,48.54,9.64,0.69,40.2,4.05,2.56,3.61,0,0,13.12,39.71,4.09,3.75,2.81,5.39,0.91,13.25,11.58,0.14,0,0.69,1.66,2.81,11.27,3.06,6.29,1.45,0.35,2.1,3.08,4.61,3.79,1.7,36.37,20.05,73.52,73.52,0.2,239.69,4.42,139.15,7.1,247.78,5.82,15.7,229.59,3.69,40.95,5.39,4.53,4.17,1.78,25.68,2.46,65.87,1.5,11.83,0,0,9.17,0,0,0.62,1.07,1.32,1.09,36.8,52.12,10.46,12.02,6.19,2.19,4.89,18.28,1.02,0.82,7.82,0,11.71,10.21,1.51,1.94,0.73,2.34,0.72,1.28,3.69,1.34,1.23,0.45,0,0,0.28
DAT31989,DA,Shangshui,1989,2953,144,105.4,21.4,617.8,0,2.1,0.3,15.3,29.6,294.2,12.5,0,61,7.2,0,0,195.6,2.93,54.34,129.53,131.32,10,59.01,79.28,9.27,52.05,73.45,26.02,97.37,1.2,6.61,2.25,68.22,0.77,5.93,0.34,0.41,0,6.46,2.35,0,2.04,1.56,63.55,48.61,9.93,2.35,57.43,1.13,0.76,1.99,0,0,6.54,17.29,3.02,2.15,1.03,1.79,1.56,11.66,4.16,0.15,0.56,0.53,0,0.8,5.71,2.33,3.96,0.65,0,1.24,1.09,8.17,2.6,1.75,9.2,3.07,51.17,51.17,2.53,169.52,5.64,91.24,7.79,212.72,5.67,5.11,203.91,6.46,91.61,13.64,1.75,2.66,4.58,64.26,6.94,121.69,1.51,10.8,0,0,9.47,0,0,0,0,0.46,0,20.84,26.34,4.99,9.32,5.6,3.71,30.39,43.77,0.17,0.45,10.85,0,14.63,13.67,0.96,1.61,0.6,1.51,0.21,0.97,6.4,0.38,0.98,2.76,0.43,0.05,0.27
DBT31989,DB,Linxian,1989,2267,143,104.4,22.2,364.4,2.6,0,0,205.8,8.8,277.7,0.6,0,184.1,21.4,0,0.8,6.8,3.08,65.15,168.42,158.82,13.85,62.99,88.63,13.03,70.2,82.26,30.42,42.05,1.79,2.13,4.8,31.23,0.68,2.79,0,0,0,9.7,5.32,2.02,0.48,0.48,294.56,156.06,6.22,0.6,20.05,2.53,0.72,1.73,0,0,6.66,11.19,0.89,0.45,2.08,3.9,2.59,13.18,11.58,1.16,0.48,1.96,3.72,3.48,9.59,4.71,3.02,1.11,0.3,2.29,2.53,7.2,4.31,1.71,11.5,76.05,38.11,38.11,1.9,281.69,5.29,149.06,22.59,176.89,17.88,4.11,171.8,6,69.35,19.64,1.53,3.58,3.23,34.11,3.83,54.16,1.25,6.33,0,0,5.18,0,0,0,1.09,3,17.71,51.9,46.94,8.78,10.83,10.22,3.82,17.18,33.77,0.97,0.94,9.2,0,15.39,11,4.4,5.5,0.31,1.15,0.18,0.65,1.88,0.43,0.39,0,0,0.12,0.86
DCT31989,DC,Songxian,1989,2493,128,85.3,20.9,453.4,0.6,0,3.7,127.6,6.5,65.7,2.6,0.3,161,0,8,2.9,233.2,4.79,45.33,156.7,170.97,13.81,64.09,118.56,13.1,52.42,70.55,33.96,54.8,1.21,5.2,2.92,23.97,0,0.51,0,0,0,10.39,6.45,4.04,1.06,1.06,287.36,223.83,6.61,1.19,51.27,1.32,2.85,1.41,0,0,3.67,22.69,3.5,2.19,1.59,1.06,2.38,12.51,11.85,0.68,0.67,0,0.67,3.25,10.43,5.82,11.52,1.65,1.95,3.4,5.09,8.93,3.23,2.71,17.18,28.68,63.51,63.51,2.1,204.02,6.83,119.43,16.23,132.24,14.27,9.7,120.07,13.72,98.38,25.68,7.68,1.55,5.42,51.19,6.61,102.47,3.19,10.74,0,0,10.74,0,0,0,2.54,3.7,13.46,20.93,31.53,6.86,8.6,3.09,0,11.7,13.09,1.73,0,16.29,0,23.97,21.65,2.31,4.79,2.77,3.08,0.53,2.02,7.78,0.88,1.92,1.31,2.54,0.11,0.11
EAT31989,EA,Xiuyan,1989,2339,146,95.4,22.4,92,10.7,10.8,37.2,149.5,49.9,197.9,40.3,0,136.4,279.9,55.1,11.3,133.3,5.18,52.15,140.18,168.99,10.11,44.84,115.11,9.38,53.88,72.26,29.78,31.8,0.84,2.96,2.84,14.6,1.31,3.21,0,1.91,0,13.19,3.04,1.51,1.42,1.21,24.54,106.99,12.67,1.19,41.88,6.17,2.02,2.93,0,0,11.12,14.81,8.13,4.17,4.12,4.78,1.96,9.37,7.65,0.96,0,0.43,1.58,2.07,9.21,4.83,6.4,2.88,1.5,3.25,2.31,7.45,2.38,1.75,13.65,2.37,31.18,31.18,3.4,175.29,4.05,63.02,20.55,270.08,16.59,5.11,257.12,5.44,50.92,4.57,1.9,3.04,2.77,35.88,3.96,77.76,4.52,12.67,0,0,10.67,0,0,1.14,0,2.92,5.82,35.35,48.16,7.92,18.48,11.3,9.68,15.63,20.63,2.69,3.47,18.39,0,25.9,23.79,2.1,5.57,0.79,3.94,0.62,2.41,9.56,2.5,2.23,0.97,0,0.29,0.56
FAT31989,FA,Changling,1989,2412,146,98,22.2,84.6,0,0,0,86.3,0,93,0.7,0,477.6,34.8,0,7.2,254.6,5.87,77.55,195.11,217.5,14.36,57.03,147.66,13.52,69.84,83.09,50.66,70.24,2.69,3.73,6.92,31.63,3.93,5.92,0.18,8.21,0,17.02,3.23,1.75,2.16,1.73,12.82,108.13,9.62,2.66,71.41,3.56,1.47,9.86,0,0,8.36,12.49,4.24,3.1,7.37,2.96,0.89,8.62,6.79,0.35,0,2.36,1.32,2.63,5.19,5.29,3.15,6.05,1.13,1.53,0.56,10.47,4.61,4.25,24.3,14.6,43.12,43.12,4.79,360.98,5.67,99.77,24.16,408.34,20.5,17.36,390.25,7.99,67.29,10.18,0.53,1.55,3.85,60.57,6.51,131.98,0.43,16.23,0,0,12.28,0,0,0.93,1.22,1.35,1.41,37.23,46.44,14.35,28.62,6.24,1.49,26.59,33.82,6.04,2.83,18.09,0,29.36,26.46,2.89,6.4,1.38,5.11,1.68,2.12,9.04,3.86,2.68,0.35,0.11,0.06,0.63
GAT31989,GA,Baoqing,1989,2785,157,108.9,23.1,381.4,15.2,19.7,44,98,39.5,247.4,34,0,79.8,99.9,2.9,3.5,200.7,7.38,79.44,237.41,263.71,14.38,52.13,168.19,13.15,95.52,123.5,69.17,59.66,3.77,5.94,8.19,29.71,4.75,5.35,0.36,0.61,0,18.5,3.63,1.67,3.21,3.21,20.11,88.52,7.71,2.73,104.24,5.29,3.17,6.94,0,0,12.1,15.9,5.69,6.89,5.2,5.45,1.76,6.95,6.7,1.04,0,0.17,2.43,4.9,7.72,4.85,5.65,6.79,0.53,2.04,3.08,10.22,4.08,4.63,33.94,6.47,69.59,69.59,3.1,288.74,7.12,118.67,38.41,390.65,35.53,5.62,382.51,2.25,57.48,2.9,0,0.66,1.86,50.73,4.59,154.97,1.23,9.72,0,0,9.72,0,0,1.09,0.43,0.94,5.95,54.64,55.48,18.31,30.14,13.46,3.99,31.93,60.1,7.22,6.11,27.89,0,36.87,33.92,2.95,11.63,0.72,5.05,1.39,2.41,12.29,3.48,3.49,0.87,0,0.36,0.41
HAT31989,HA,Laoshan,1989,2141,172,114.3,22.6,342.7,12.7,34.9,1.5,83.9,23.1,197,16.4,3.5,33.1,55,1.5,1.2,171.9,3.27,78.89,158.52,159.75,11.8,74.9,93,10.52,66.76,128.58,17.78,38.27,3.12,5.8,1.8,22.54,0.2,0,0,1.97,0,14.67,4.35,1.75,2.57,1.76,30.68,114.73,11.94,3.11,124.66,4.86,5.96,1.21,0,0,17.28,14.95,7.19,2.65,3.74,11.28,1.85,12.87,12.3,0.4,0,1.19,1.51,5.3,19.32,3.48,5.24,1.4,0,2,3.22,6.47,2.86,3.51,31.22,14.21,74.81,74.81,1.47,155.25,4.99,130.45,13.52,186.89,8.91,5.46,175.31,4.82,51.97,5.14,0,1.34,1.89,35.69,5,160.35,6.67,11.46,0,0,10.98,0,0,1.2,1.34,1.01,6.28,43.22,47.2,20.06,23.16,8.44,3.86,21.95,79.12,1.44,1.49,10.11,0,16.32,13.78,2.55,2.62,1.27,4.6,0.99,2.83,3.53,0.78,0.92,0.56,0,0.14,0.29
IAT31989,IA,Shuyang,1989,2724,147,103.8,21.1,254.8,0,3.5,0,286,15.9,41.1,2.5,0,123,307.1,0,0,24.2,3.33,47.3,109.34,123.48,9.45,52.06,70.85,8.9,52.63,55.07,21.86,72.94,1.99,6.5,2.73,39.15,0,0.96,1.77,15.63,0,12.89,4.23,0.39,1.97,0.7,131.77,108.66,5.54,3.94,77.41,5.29,1.92,0.2,0,0,9.88,20.83,1.71,7.83,4.71,8.23,1.14,10.27,8.93,0.42,0.92,0.47,1.11,0.84,5.53,4.42,2.87,1.19,0.26,2.41,1.48,6.11,1.73,2.08,14.42,7.29,29.91,29.91,1.24,99.83,4.87,73.44,9.8,129.03,8.03,3.87,120.37,5.98,50.13,14.05,0.66,3.56,4.54,37.86,8.48,115.27,2.25,9.93,0,0,7.49,0,0,1.85,2.92,1.4,10.09,39.96,33.28,6.94,11.23,15.19,3.94,10.01,21.09,1.52,0.27,10.44,0,16.62,10.44,6.19,2.76,0.95,1.34,0.14,0.84,2.27,0.29,1.28,0.24,0.19,0.15,2.01
IBT31989,IB,Huaian,1989,2341,135,97.6,20.9,37.6,2.6,5.8,1.7,195.5,39.3,117.6,21.2,0,102.8,391.2,10.6,3.2,15.5,4.38,62.15,124.08,151.19,16.75,81.11,85.12,16.15,66.07,59.7,27.83,79.92,4.62,4.6,4.22,57.45,1.85,3.28,0.42,9.44,0,14.56,8.98,4.79,5.17,2.39,367.22,251.82,10.62,2.57,135.13,8.48,1.61,3.92,0,0,7.36,8.27,5.97,15.05,3.09,11.19,1.67,8.46,7.53,1.35,0,0.64,0.38,1.15,4.46,3.52,3.38,0.98,0.58,1.97,2.02,9.32,2.81,5.43,18.24,13.75,32.13,32.13,1.48,207.2,7.84,72.92,15.74,276.57,13.5,3.33,273.24,4.01,47.45,13.28,0,1.79,2.86,37.94,5.43,173.07,3.08,9.04,0,0,8.09,0,0,2.43,3.42,3.87,1.89,52.65,29.63,5.14,10.39,32.84,9.02,13.29,29.59,0,0.48,11.59,0,21.89,13.11,8.78,4.29,1.37,1.02,0.05,0.87,2.96,0.28,0.98,0.83,0,0.34,5.66
ICT31989,IC,Yangzhong,1989,2289,146,103.3,22,39.5,5.9,24.8,2.8,52.1,52.6,223.5,36.4,0,0,407.1,28.1,4.7,55,4.24,41.56,103.91,131.74,17.7,86.91,87.54,16.79,44.2,89.81,15.71,83.85,1.49,3.62,1.87,50.05,0.56,1.51,0.39,1.41,19.58,19.99,10.89,2.74,3.21,1.07,307.58,432.22,32.97,1.9,152.72,11.96,3.87,2.36,0,0,19.3,14.11,10.63,11.01,4.33,15.61,2.85,7.61,5.96,1.16,0,0.18,0,2.39,11.34,4.12,6.96,1.15,0,2.4,4.41,4.51,2.9,0.18,14.93,15.69,37.44,37.44,1.33,215.04,3.19,75.67,9.95,125.36,6.76,3.92,121.45,2.67,43.28,12.71,0.82,2.8,0.59,18.51,2.48,171.22,4.89,16.35,0,0,14.53,0,0,0.56,1.58,2.42,6.39,34.63,47.47,3.35,11.13,18.12,10.95,9.57,42.06,0,0.28,13.84,0,21.16,14.41,6.76,2.21,1.1,2.06,0,1.28,6.61,1.87,2.31,1.09,0.45,0.32,3.85
IDT31989,ID,Jianhu,1989,2593,142,99.8,22.2,8.7,4.7,9.3,0,281.4,1.9,16.9,19.4,0,0,599.5,6.7,0,67,6.46,58.4,132.62,184.87,15.8,81.32,103.53,15.14,81.34,65.17,36.77,50.88,5.5,4.5,3.86,28.2,0.71,3.48,0.68,5.05,0,15.06,9.32,5.17,5.67,4.33,280.88,387.24,12.67,2.49,121.02,4.91,5.37,2.92,0,0,13.12,16.75,5.24,8.6,4.17,15.66,1.17,7.18,5.77,0.3,0,0.7,1.7,1.46,9.33,3.47,3.18,0.7,0.67,2.25,1.54,5.46,2.11,2.67,18.33,17.34,15.6,15.6,1.23,156.5,4.25,54.48,23.87,232.53,21.57,4.84,226.17,4.36,50.21,10.01,0.93,0.47,2.8,37.26,5.28,158.28,3.5,10.8,0,0,10.13,0,0,1.56,4.43,2.36,1.95,63.52,27.12,4.69,5.97,43.51,10.34,16.78,37.77,1.05,0.28,17.17,0,32.34,19.7,12.64,6.91,1.54,1.84,0.15,1.21,7.33,0.52,4.57,1.63,0.05,0.05,9.06
